	otu_id	size_denoised	size_clustered	kingdom	domain	phyllum	class	order	family	genus	species	closest_match	percent_identity	sample
100	centroid=8c645a964160e7f551f8de54f8a6b0d7c86d04f7;size=25;;seqs=12	25	12	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Chloromonas_oogama	LC086341	99.4	Mock_18S
101	centroid=7caa1d23b803478b3dff79db70e22766b8f2390f;size=15;;seqs=1	15	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.7	Mock_18S
102	centroid=c2fd0cd666b6f273beef505aa413ede2fa61520f;size=286;;seqs=4	286	4	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Vampyrellidae	Vampyrella	Vampyrella_lateritia_strain_VL09	XXXXXXXX	99.7	Mock_18S
103	centroid=030b3a67453956369293361ff482fe71acf3f504;size=12;;seqs=2	12	2	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Oedogoniales	Oedogoniales_X	Oedogonium	Oedogonium_sp.	DQ413048	88.5	Mock_18S
104	centroid=529eef53d0b764a82b763d60af3213b11ad61c92;size=29;;seqs=1	29	1	Eukaryota	Archaeplastida	Prasinodermophyta-Prasinodermophyta_X	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	Prasinoderma_singulare	MT117945	92.1	Mock_18S
105	centroid=4884c20ec9a8fc68f9b470a8c2ddb43fdffddd88;size=23;;seqs=51	23	51	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Oedogoniales	Oedogoniales_X	Oedogonium	Oedogonium_cardiacum	EU123943	99.6	Mock_18S
106	centroid=0f99390658ca9a5f195d4b186d6c4a6e22ea5a34;size=15;;seqs=4	15	4	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_deses	KX889639	94.8	Mock_18S
107	centroid=579a579d28d607772a6f6483546307c2f7ea07a9;size=12;;seqs=1	12	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	89.5	Mock_18S
108	centroid=4a08e2d8d5caee5fc446418ecfe9725c0369f4b7;size=20;;seqs=1	20	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Physarida	Didymiidae	Lepidoderma	Lepidoderma_tigrinum	DQ903678	89.7	Mock_18S
109	centroid=e5348fc560e5b2e9dcaf3b56d81617e8dcecd2b9;size=8;;seqs=2	8	2	Archaea	TACK	Thaumarchaeota-Thaumarchaeota_X	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	Candidatus_Nitrosopumilus_sp.	AJ347776	98.5	Mock_18S
110	centroid=476d3250f36a3e0c865b8243769ae38a25150665;size=11;;seqs=1	11	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	94.5	Mock_18S
111	centroid=947c01d97ff79b3d22523459b263e11a76537292;size=8;;seqs=1	8	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Viridiraptor	Viridiraptor_invadens	KF207869	91.6	Mock_18S
112	centroid=1af0a75dfb2b7cf320bc9338d8cf9d2fd0c2cc51;size=8;;seqs=1	8	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Exobasidiomycetes_X	Exobasidiomycetes_X_sp.	KC671416	99.9	Mock_18S
113	centroid=eb195b4c903f9d3555225faa69470e973f3749f2;size=9;;seqs=1	9	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Viridiraptor	Viridiraptor_invadens	KF207869	91.6	Mock_18S
114	centroid=04b93e5c225eb54484e27c86d45aa9f92c5ff8da;size=5;;seqs=1	5	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Leptophrys	Leptophrys_vorax_strain_LV04	HE609039	96.0	Mock_18S
115	centroid=12d9a460b822e0a5bf24ae402d309dc6fd9c3eaa;size=7;;seqs=19	7	19	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Leptophrys	Leptophrys_vorax_strain_LV02	HE609037	98.7	Mock_18S
116	centroid=179094ac4537c067f42c77c54cd067bb15fd675c;size=8;;seqs=1	8	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.0	Mock_18S
117	centroid=08b4c06ff9539a8b7ad7be0f5db4ae286e3c7262;size=7;;seqs=2	7	2	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.7	Mock_18S
118	centroid=1864cb4848f0000aa19b19d45403a9db7077e930;size=6;;seqs=1	6	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Arachnomyces	Arachnomyces_nodosetosus	AF525309	99.9	Mock_18S
119	centroid=e05b8dde1154d0b8ac64506cbd50f0f1e5c62332;size=9;;seqs=1	9	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Opalozoa	Placidida	Placidiales	Placidia	Placidia_cafeteriopsis	MW591541	91.8	Mock_18S
120	centroid=1a5acaee9617fcbe1a295c5237798ce221e50f5f;size=10;;seqs=1	10	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	92.5	Mock_18S
121	centroid=20d2a58e5b5e7a757012b952590989446126efcd;size=4;;seqs=1	4	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Mock_18S
122	centroid=3a4e265fccd6f996ae9e7d6d09d5ad6b9a81fe06;size=6;;seqs=1	6	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Stemonitida	Stemonitidae	Lamproderma	Lamproderma_album	JQ031971	94.5	Mock_18S
123	centroid=55e7d7497f90a1034969af50c124a85262249c83;size=6;;seqs=1	6	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.6	Mock_18S
124	centroid=f57706c3dd23d3e8ef68cf19535f2e0efa094169;size=576;;seqs=5	576	5	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.5	Mock_18S
125	centroid=59cab4ef654ff4fab64745dc47ff9346a72905dc;size=11;;seqs=1	11	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Amphitraemidae	Amphitrema	Amphitrema_sp.	GQ330589	87.2	Mock_18S
126	centroid=59c8b88a162f8c555ce28c57ed54d691c5822944;size=4;;seqs=1	4	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Ulva	Ulva_compressa	MZ596133	93.2	Mock_18S
127	centroid=f8985e919d38028d37042f4c0545adb264e160a7;size=5;;seqs=12	5	12	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_deses	KX889639	99.8	Mock_18S
128	centroid=eaac184fc8c50bd411e91088d1d3f69d10850a4a;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.8	Mock_18S
129	centroid=b1466ba7c51db458b884daca8fbb66bb889fd5d2;size=3;;seqs=3	3	3	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Pseudovampyrella	Pseudovampyrella_closterii_strain_VC01	OQ591878	99.3	Mock_18S
130	centroid=87cc2be267a6b95ee8a2e4bd0f316410930e2f25;size=4;;seqs=1	4	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	88.5	Mock_18S
131	centroid=f2fc9cb8af09aff62f2acf356be1b0ab6f556644;size=4;;seqs=1	4	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Stemonitida	Stemonitidae	Colloderma	Colloderma_robustum	JQ031960	91.4	Mock_18S
132	centroid=bdd8bf6fb66ee0d1be8d933065618245b1564887;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Leptophrys	Leptophrys_vorax_strain_LV04	HE609039	86.3	Mock_18S
133	centroid=e202ff4cc6c196e345895c9ebf1dd32e47ce7777;size=4;;seqs=1	4	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.6	Mock_18S
134	centroid=c0841f707f4c8d0fc992e9fcfcf5b47d3bb5ab2c;size=2;;seqs=1	2	1	Eukaryota	Archaeplastida	Prasinodermophyta-Prasinodermophyta_X	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	Prasinoderma_singulare	MT117945	94.0	Mock_18S
135	centroid=158c90326a3ae49902c469b484312a0e7dc6613f;size=2;;seqs=2	2	2	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_deses	KX889639	86.0	Mock_18S
136	centroid=b395e93eeb599d1368ff4a7f24e0dd735238c9fc;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.9	Mock_18S
137	centroid=03a1bd8663bf1ab33030c2a1379ebd96c350ea81;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.2	Mock_18S
138	centroid=6263c215a010de91051d386f1909ade0baf29bd1;size=5;;seqs=1	5	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Stemonitida	Stemonitidae	Comatricha	Comatricha_pseudoalpina	DQ903673	87.3	Mock_18S
139	centroid=9732402a5f0a5aa8b9df4f710563375b65dc0dcb;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	89.3	Mock_18S
140	centroid=95863816e9e208984486b515e10563e9e8472520;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.5	Mock_18S
141	centroid=2c4c5e99518f8d35f4dd7668b98a13f5da3041b7;size=3;;seqs=1	3	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	87.9	Mock_18S
142	centroid=4b8068275304781b5f8a62fb1378160015ab311f;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.0	Mock_18S
143	centroid=34e38eaa3d65b351d2f6de1fdd0fb501167b018d;size=62;;seqs=2	62	2	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	Peridinium_willei	EF058250	99.7	Sim22_18S
144	centroid=9646b1fcb798a74649ef1e1b5028a73a06b4eae4;size=32;;seqs=3	32	3	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	Peridinium_willei	EF058250	99.6	Sim22_18S
145	centroid=7bcd1711967e89eb8301631cbfc0f431e915b264;size=181;;seqs=3	181	3	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haliphthorales	Haliphthoros	Haliphthoros_sp.	AB178865	92.6	Sim22_18S
146	centroid=4a76250b74d593467ed44bd585c638227f533c79;size=45;;seqs=7	45	7	Eukaryota	Obazoa	Opisthokonta-Metazoa	Platyhelminthes	Turbellaria	Catenulida	Stenostomum	Stenostomum_leucops_aquariorum	AJ012519	98.8	Sim22_18S
147	centroid=a8ecf346d84f4df21c39271ef808d4801cef7b04;size=40;;seqs=3	40	3	Eukaryota	TSAR	Alveolata-Ciliophora	Colpodea	Colpodea_X	Platyophryida	Platyophrya	Platyophrya_vorax	AF060454	99.0	Sim22_18S
148	centroid=28461c40acaef6bfd79f83e97646b5fd30a609d1;size=101;;seqs=8	101	8	Eukaryota	TSAR	Alveolata-Ciliophora	Heterotrichea	Heterotrichea_X	Stentoridae	Stentor	Stentor_sp.	KJ651828	99.6	Sim22_18S
149	centroid=ef8ec698998da300aa146c759422aa964bc9733e;size=48;;seqs=1	48	1	Eukaryota	Amoebozoa	Evosea-Evosea_X	Variosea	Variosea_X	Mb5C-lineage	Mb5C-lineage_X	Mb5C-lineage_X_sp.	AB425950	99.1	Sim22_18S
150	centroid=e24cf6b6f5b93db14ba350850dd108fbdbe8d04f;size=42;;seqs=2	42	2	Eukaryota	TSAR	Alveolata-Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Cyrtolophosis	Cyrtolophosis_mucicola	EU039899	99.3	Sim22_18S
151	centroid=dd3edd2fcfaad6cd4e30067ccf5326c3b0460015;size=36;;seqs=3	36	3	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	Gomphonema_affine	AM502002	99.9	Sim22_18S
152	centroid=4819eef827e1ead5ce784c4239bc2576550819e0;size=36;;seqs=1	36	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Clavispora	Clavispora_fructus	MG050883	95.6	Sim22_18S
153	centroid=b367ee1d6a015e3a2d6c5d3f8fc3ade80d4aa112;size=54;;seqs=2	54	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Branchiopoda	Pleuroxus	Pleuroxus_aduncus	AM490290	98.2	Sim22_18S
154	centroid=da1edaf30380ffa11266d6c52d179f7929622ebf;size=31;;seqs=5	31	5	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Theratromyxa	Theratromyxa_weberi	GQ377666	97.8	Sim22_18S
155	centroid=dde23124950b86f095e872a56e84c56ac1f61b18;size=137;;seqs=3	137	3	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Hexapoda	Insecta	Cloeon	Cloeon_sp.	AM042656	98.0	Sim22_18S
156	centroid=0e7a233435adf378aa80a7b528d4fc16271b75ac;size=44;;seqs=2	44	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Branchiopoda	Chydorus	Chydorus_sphaericus	AM490277	99.4	Sim22_18S
157	centroid=d9255a2438a1ceb5ffbddbd13b2992f365142813;size=36;;seqs=1	36	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Nucleophaga	Nucleophaga_terricolae	KX017226	83.7	Sim22_18S
158	centroid=a0517789ef46ac6694f575c434d65da4dc2d32f7;size=43;;seqs=1	43	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Sim22_18S
159	centroid=bc93b4e6da657fc35c3b01e96fcc1e3c82aaffc4;size=30;;seqs=1	30	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Opisthosporidia	Microsporida	Microsporida_X	Conglomerata	Conglomerata_obtusa	MH645034	92.1	Sim22_18S
160	centroid=f65639dc3fa8e48987c4a03387f5f3e24f3fef0a;size=22;;seqs=1	22	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphidae	Tracheleuglypha	Tracheleuglypha_dentata	AJ418790	99.2	Sim22_18S
161	centroid=00cf1ef9ab8cc11646d8b44409f73b84636b2a67;size=16;;seqs=3	16	3	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Hymenostomatia	Ophryoglenida	Ichthyophthirius	Ichthyophthirius_multifiliis	KJ690565	98.4	Sim22_18S
162	centroid=76d460736b8c8af7c1a711c487948880a114e8d0;size=17;;seqs=3	17	3	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_fusca	DQ190468	98.3	Sim22_18S
163	centroid=f47dc947cf5375d6afdf7caaa977549eccaf1233;size=31;;seqs=6	31	6	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Hexapoda	Insecta	Acricotopus	Acricotopus_lucens	AJ586561	99.0	Sim22_18S
164	centroid=bc999389b5a27d4438971fe8822066a1cff1f9b1;size=20;;seqs=3	20	3	Eukaryota	TSAR	Stramenopiles-Gyrista	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Chattonella	Chattonella_marina	AB217626	95.3	Sim22_18S
165	centroid=a9f09c9a19b09997061fa00621cfb70c2773e2ce;size=29;;seqs=2	29	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Chelicerata	Arachnida	Trisetacus	Trisetacus_ehmanni	KJ841937	94.2	Sim22_18S
166	centroid=8ac4712fd0d5bedde276846116d071c400ec4c03;size=25;;seqs=1	25	1	Eukaryota	TSAR	Alveolata-Ciliophora	Colpodea	Colpodea_X	Bursariomorphida	Bursariomorphida_X	Bursariomorphida_X_sp.	KJ925291	96.0	Sim22_18S
167	centroid=0cf5e5fed64054518484a21a0df4478a7dd354a0;size=10;;seqs=1	10	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Hemidinium	Hemidinium_nasutum	AY443016	98.3	Sim22_18S
168	centroid=3efd972ffb8b886032f687cd611346c278522330;size=19;;seqs=21	19	21	Eukaryota	TSAR	Stramenopiles-Gyrista	Chrysophyceae	Chrysosaccales	Chrysosaccaceae	Chrysosphaera	Chrysosphaera_parvula	EF165122	97.6	Sim22_18S
169	centroid=720214fdddadfc020c7cf90836aad67a249fa294;size=19;;seqs=1	19	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	92.7	Sim22_18S
170	centroid=f3b198a51fa30630db672af5c4f5aba920666888;size=13;;seqs=21	13	21	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Ostracoda	Cyprididae	Cyprididae_sp.	AY210816	97.3	Sim22_18S
171	centroid=c675f96fb435b97833207378c431da1d4d5f24fa;size=15;;seqs=3	15	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Lachnella	Lachnella_villosa	AY705959	99.3	Sim22_18S
172	centroid=623dd49e3985d2d217a84f14ddd3f18fad2ace27;size=12;;seqs=1	12	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Sericomyxidae	Sericomyxa	Sericomyxa_perlucida_strain_BWH1_7	MW969735	86.7	Sim22_18S
173	centroid=9066fa0f045a95e98ca064bb5e4681e0a00af8d9;size=14;;seqs=1	14	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum	KU314867	90.2	Sim22_18S
174	centroid=56ffbd76d034e33042ea2737f6f6850236d54a8f;size=27;;seqs=3	27	3	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Branchiopoda	Pleuroxus	Pleuroxus_truncatus	AM490291	99.4	Sim22_18S
175	centroid=94500a02e8e77cb60f444bab9da5ca47a6614c04;size=11;;seqs=5	11	5	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	DQ244005	97.0	Sim22_18S
176	centroid=80b552755a3ef703de184bf9165c1833236ba5a3;size=11;;seqs=17	11	17	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Paractinolaimus	Paractinolaimus_macrolaimus	AY993978	98.0	Sim22_18S
177	centroid=2e0bbcb0d65219eac38bf071c6cd8b2e4bdde636;size=10;;seqs=1	10	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Enoplea	Enoplea_X	Enoplea_XX	Enoplea_XX_sp.	EU910599	99.1	Sim22_18S
178	centroid=ea74f65811320de65237fdc92fde67e038426dbc;size=11;;seqs=3	11	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Tetracladium	Tetracladium_sp.	BD016984	99.0	Sim22_18S
179	centroid=432e9954bfb0b2ce75ff8d0f11278c56dada0135;size=12;;seqs=1	12	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.7	Sim22_18S
180	centroid=54b82be57ab717abc605ee443658fe073254c1f7;size=10;;seqs=1	10	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Oligohymenophorea_XXX	Oligohymenophorea_XXX_sp.	HM135061	97.6	Sim22_18S
181	centroid=be399a785694c2e61f5c9d9de62dddff59bc9127;size=10;;seqs=10	10	10	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	KJ757679	98.3	Sim22_18S
182	centroid=19ae07d9de5448e39d3db3da714653e0561023a0;size=9;;seqs=20	9	20	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chaetophorales	Chaetophorales_X	Aphanochaete	Aphanochaete_confervicola	FN824394	97.9	Sim22_18S
183	centroid=fddf1cedacb3c5b44116a84c7a7ff56619de5e42;size=10;;seqs=1	10	1	Eukaryota	Archaeplastida	Streptophyta-Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Spirogyra	Spirogyra_sp.	AJ549231	97.1	Sim22_18S
184	centroid=f097e10dd36c5f63c0f623d4dab38debbf5c1d23;size=8;;seqs=1	8	1	Bacteria	PANNAM	Proteobacteria-Proteobacteria_X	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Mameliella	Mameliella_sp.	KJ850205	98.6	Sim22_18S
185	centroid=54ead95e63181bb2895eed2a9334cf77f603f7c1;size=9;;seqs=42	9	42	Eukaryota	Obazoa	Opisthokonta-Metazoa	Annelida	Annelida_X	Annelida_XX	Slavina	Slavina_appendiculata	AF411876	99.7	Sim22_18S
186	centroid=064597e5c92f4198d40b72a6452d02f4b4829335;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peniculia	Parameciidae	Paramecium	Paramecium_sp.	LN869937	99.9	Sim22_18S
187	centroid=019d900489118dd4725d8535ae3915716588bf43;size=7;;seqs=13	7	13	Eukaryota	Obazoa	Opisthokonta-Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Brachionus	Brachionus_calyciflorus	DQ297692	99.5	Sim22_18S
188	centroid=2330a76aa3ed11b6375f767be52d9a11bd882b0e;size=8;;seqs=3	8	3	Eukaryota	Cryptista	Cryptophyta-Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonas	Cryptomonas_pyrenoidifera	KF907400	99.6	Sim22_18S
189	centroid=dfd13d4e373e568feab227432dc30ffe48b89b3b;size=9;;seqs=1	9	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	HM135093	98.1	Sim22_18S
190	centroid=1883ada5517b146df57d7f253904b135abd30548;size=7;;seqs=1	7	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	OLIGO4	OLIGO4_X	OLIGO4_XX	OLIGO4_XX_sp.	HQ219368	99.5	Sim22_18S
191	centroid=ccd9b5ded8b9b4b52c9cfb92e5b17d965284033e;size=8;;seqs=2	8	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Plectidae	Plectidae_sp.	AJ966508	96.9	Sim22_18S
192	centroid=2d6669f358e90272a2859a7cba84634bb4904840;size=7;;seqs=1	7	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Group-Te	Group_Te_sp.	EF023415	99.6	Sim22_18S
193	centroid=586e63657168c86af310872e12f5346a435f9d4e;size=7;;seqs=1	7	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Maxillopoda	Eucyclops	Eucyclops_macruroides	AJ746329	99.6	Sim22_18S
194	centroid=3ef4cf4593ebf88c062aaca17e6ae712f68e74df;size=7;;seqs=21	7	21	Eukaryota	Obazoa	Opisthokonta-Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Chaetonotus	Chaetonotus_aemilianus	JQ798556	99.5	Sim22_18S
195	centroid=e8ef893d6bd07600dc6e0b54724a6df98b8debb4;size=10;;seqs=23	10	23	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Ostracoda	Cyprididae	Cyprididae_sp.	AY210816	98.9	Sim22_18S
196	centroid=a62f5b00e1f5eee1ada799c98fe403bf950baf67;size=9;;seqs=1	9	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	AB695514	88.9	Sim22_18S
197	centroid=8ddc7f6860ef3359d53d40180c5a9470f6295927;size=6;;seqs=1	6	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Hexapoda	Insecta	Culicoides	Culicoides_variipennis	U48380	95.9	Sim22_18S
198	centroid=5fe8a0e796baf6b4c4e9c0e953a6e37534b1b6d4;size=7;;seqs=1	7	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	JN054675	97.4	Sim22_18S
199	centroid=977e3b183dc8c9708e5d70622414954a3d8bdda7;size=7;;seqs=1	7	1	Eukaryota	Obazoa	Breviatea-Breviatea_X	Breviatea_XX	Breviatea_XXX	Breviatea_XXXX	Pygsuia	Pygsuia_biforma	KC433554	89.9	Sim22_18S
